,school,year,GSI,good_school_75,good_school_80,good_school_85,good_school_90
1435,Teck Whye,2020,-0.9784121372552403,0,0,0,0
1436,Telok Kurau,2020,-0.731436366689011,0,0,0,0
1437,Temasek,2020,0.773641759181118,1,1,0,0
1438,Townsville,2020,-0.8151386901436698,0,0,0,0
1439,Unity,2020,-0.5720710052215843,0,0,0,0
1440,Valour,2020,-0.4574146148156948,0,0,0,0
1441,Waterway,2020,-0.1367252543246082,0,0,0,0
1442,Wellington,2020,-0.17084638042271227,0,0,0,0
1443,West Grove,2020,0.46439940193735246,0,0,0,0
1444,West Spring,2020,0.6978147563485291,1,0,0,0
1445,West View,2020,-0.7470471198364997,0,0,0,0
1446,Westwood,2020,0.7006472320067517,1,0,0,0
1447,White Sands,2020,0.5085387275863195,0,0,0,0
1448,Woodgrove,2020,0.13978113422099456,0,0,0,0
1449,Woodlands,2020,0.2857523640039761,0,0,0,0
1450,Woodlands Ring,2020,-0.5434474679868002,0,0,0,0
1451,Xinghua,2020,-0.8246013291871531,0,0,0,0
1452,Xingnan,2020,-0.20849291788266233,0,0,0,0
1453,Xinmin,2020,0.5372003728580643,0,0,0,0
1454,Xishan,2020,-0.5919873358554484,0,0,0,0
1455,Yangzheng,2020,0.512943950708941,0,0,0,0
1456,Yew Tee,2020,-0.6495994274261606,0,0,0,0
1457,Yio Chu Kang,2020,-0.7716887570615589,0,0,0,0
1458,Yishun,2020,-0.6193823869951923,0,0,0,0
1459,Yu Neng,2020,0.5847054075090188,0,0,0,0
1460,Yuhua,2020,-0.7811381117779242,0,0,0,0
1461,Yumin,2020,-0.5918688313463769,0,0,0,0
1462,Zhangde,2020,0.09186595229656545,0,0,0,0
1463,Zhenghua,2020,-0.4401266141466087,0,0,0,0
1464,Zhonghua,2020,-1.0584823492597897,0,0,0,0
1465,Admiralty,2021,0.7463015394791286,1,1,0,0
1466,Ahmad Ibrahim,2021,-0.9128705481844012,0,0,0,0
1467,Ai Tong,2021,1.0971400046261246,1,1,1,1
1468,Alexandra,2021,0.47117243666062686,0,0,0,0
1469,Anchor Green,2021,-0.5841393879358019,0,0,0,0
1470,Anderson,2021,0.5422512427222639,0,0,0,0
1471,Ang Mo Kio,2021,-0.7554288990804369,0,0,0,0
1472,Anglo-Chinese (Junior),2021,0.7574066458629325,1,1,0,0
1473,Anglo-Chinese,2021,0.967273648968692,1,1,1,1
1474,Angsana,2021,-0.6454888661561307,0,0,0,0
1475,Beacon,2021,-0.7141904762824879,0,0,0,0
1476,Bedok Green,2021,-0.8903979937062706,0,0,0,0
1477,Bendemeer,2021,-0.7260177253339959,0,0,0,0
1478,Blangah Rise,2021,-1.0734129054299122,0,0,0,0
1479,Boon Lay Garden,2021,-0.8012266960603086,0,0,0,0
1480,Bukit Panjang,2021,0.5575236822659705,0,0,0,0
1481,Bukit Timah,2021,-0.5486373501633376,0,0,0,0
1482,Bukit View,2021,-0.8159515913570113,0,0,0,0
1483,CHIJ (Katong),2021,-0.36419000637460136,0,0,0,0
1484,CHIJ (Kellock),2021,-0.28675754328628567,0,0,0,0
1485,CHIJ (Toa Payoh),2021,0.7104512442767703,1,1,0,0
1486,CHIJ Our Lady Queen of Peace,2021,-0.44496943486600926,0,0,0,0
1487,CHIJ Our Lady of Good Counsel,2021,-0.22802287778561153,0,0,0,0
1488,CHIJ Our Lady of the Nativity,2021,0.4892107188852503,0,0,0,0
1489,CHIJ St. Nicholas Girls',2021,1.088813456926854,1,1,1,1
1490,Canberra,2021,0.4710262922598209,0,0,0,0
1491,Canossa Catholic,2021,-0.4688239496813626,0,0,0,0
1492,Cantonment,2021,-0.6658278331357137,0,0,0,0
1493,Casuarina,2021,-0.23035591819513312,0,0,0,0
1494,Catholic High,2021,1.2259533882486564,1,1,1,1
1495,Cedar,2021,-0.6660035765947087,0,0,0,0
1496,Changkat,2021,-0.6692258344014984,0,0,0,0
1497,Chongfu,2021,0.9032787224812808,1,1,1,1
1498,Chongzheng,2021,0.634891797650237,1,0,0,0
1499,Chua Chu Kang,2021,0.545884274237056,0,0,0,0
1500,Clementi,2021,-0.3520262081373725,0,0,0,0
1501,Compassvale,2021,0.4867611191211586,0,0,0,0
1502,Concord,2021,0.08025952447755512,0,0,0,0
1503,Corporation,2021,-0.8343548059714837,0,0,0,0
1504,Damai,2021,-0.8439200345966199,0,0,0,0
1505,Dazhong,2021,-0.44425011244088397,0,0,0,0
1506,De La Salle,2021,-0.052769714307883686,0,0,0,0
1507,East Spring,2021,-0.5928154880266934,0,0,0,0
1508,Edgefield,2021,-0.5356755460580003,0,0,0,0
1509,Elias Park,2021,0.4585338318652501,0,0,0,0
1510,Endeavour,2021,-0.6073887696047242,0,0,0,0
1511,Evergreen,2021,-0.514630332800327,0,0,0,0
1512,Fairfield Methodist,2021,0.8748741829176936,1,1,1,0
1513,Farrer Park,2021,-0.8271526473641686,0,0,0,0
1514,Fengshan,2021,0.27920589414042474,0,0,0,0
1515,Fern Green,2021,-0.046385826321516756,0,0,0,0
1516,Fernvale,2021,-0.5604102054985171,0,0,0,0
1517,First Toa Payoh,2021,-1.031721522710654,0,0,0,0
1518,Frontier,2021,0.6214956447628036,1,0,0,0
1519,Fuchun,2021,-0.6473145149818927,0,0,0,0
1520,Fuhua,2021,-0.5657938293034904,0,0,0,0
1521,Gan Eng Seng,2021,-0.8863949443699897,0,0,0,0
1522,Geylang Methodist,2021,-0.21848027276042403,0,0,0,0
1523,Gongshang,2021,0.7690069366606687,1,1,0,0
1524,Greendale,2021,-0.9548655478483022,0,0,0,0
1525,Greenridge,2021,-0.7161932524450482,0,0,0,0
1526,Greenwood,2021,-0.33527582398731565,0,0,0,0
1527,Haig Girls',2021,0.09808777798180734,0,0,0,0
1528,Henry Park,2021,1.0448280499013562,1,1,1,1
1529,Holy Innocents',2021,1.1043421632334396,1,1,1,1
1530,Hong Wen,2021,0.8231258501979128,1,1,1,0
1531,Horizon,2021,0.7772594029131606,1,1,1,0
1532,Hougang,2021,0.5177655927474414,0,0,0,0
1533,Huamin,2021,0.5806308320441126,0,0,0,0
1534,Innova,2021,0.3021327940139919,0,0,0,0
1535,Jiemin,2021,-0.21916581523317077,0,0,0,0
1536,Jing Shan,2021,-0.08274162756305313,0,0,0,0
1537,Junyuan,2021,0.20889355734573806,0,0,0,0
1538,Jurong,2021,0.06974875913080332,0,0,0,0
1539,Jurong West,2021,0.4877936794922719,0,0,0,0
1540,Keming,2021,0.600941217162704,1,0,0,0
1541,Kheng Cheng,2021,0.33176945766594,0,0,0,0
1542,Kong Hwa,2021,0.9162202356939002,1,1,1,1
1543,Kranji,2021,-1.0335591394386368,0,0,0,0
1544,Kuo Chuan Presbyterian,2021,0.5563242283318934,0,0,0,0
1545,Lakeside,2021,0.4893895886985238,0,0,0,0
1546,Lianhua,2021,-0.8206625543850009,0,0,0,0
1547,Maha Bodhi,2021,0.8899619978578535,1,1,1,0
1548,Maris Stella High,2021,0.8744571902430824,1,1,1,0
1549,Marsiling,2021,-0.5428777046653154,0,0,0,0
1550,Marymount Convent,2021,-0.49942197186766557,0,0,0,0
1551,Mayflower,2021,-0.7748091181824154,0,0,0,0
1552,Mee Toh,2021,0.6177277741832221,1,0,0,0
1553,Meridian,2021,-0.9152695341502692,0,0,0,0
1554,Methodist Girls',2021,0.7889994755829441,1,1,1,0
1555,Montfort Junior,2021,-0.6387892466811477,0,0,0,0
1556,Nan Chiau,2021,0.8644146958772707,1,1,1,0
1557,Nan Hua,2021,1.4312974865190686,1,1,1,1
1558,Nanyang,2021,1.2622633134891184,1,1,1,1
1559,Naval Base,2021,-0.19716338168896583,0,0,0,0
1560,New Town,2021,-1.0260205289057467,0,0,0,0
1561,Ngee Ann,2021,0.29443890681246027,0,0,0,0
1562,North Spring,2021,-0.7084030918093319,0,0,0,0
1563,North View,2021,-0.17018883504563373,0,0,0,0
1564,North Vista,2021,-0.6178388996652274,0,0,0,0
1565,Northland,2021,1.0285951564358373,1,1,1,1
1566,Northoaks,2021,-0.9887271062509553,0,0,0,0
1567,Northshore,2021,-0.6475747208723537,0,0,0,0
1568,Oasis,2021,0.12011675261468177,0,0,0,0
1569,Opera Estate,2021,-0.17898519304147073,0,0,0,0
1570,Palm View,2021,-0.4097641969865508,0,0,0,0
1571,Park View,2021,-0.48903123089004585,0,0,0,0
1572,Pasir Ris,2021,0.5803090332881763,0,0,0,0
1573,Paya Lebar Methodist Girls',2021,0.5971814955254607,1,0,0,0
1574,Pei Chun Public,2021,0.9665470328139607,1,1,1,1
1575,Pei Hwa Presbyterian,2021,1.022505223970589,1,1,1,1
1576,Pei Tong,2021,-0.8363795125252904,0,0,0,0
1577,Peiying,2021,-0.6882309013338661,0,0,0,0
1578,Poi Ching,2021,0.8699061967962622,1,1,1,0
1579,Princess Elizabeth,2021,0.8677723229312915,1,1,1,0
1580,Punggol,2021,0.5279263182023852,0,0,0,0
1581,Punggol Cove,2021,-0.40324012652403574,0,0,0,0
1582,Punggol Green,2021,0.677671600693561,1,1,0,0
1583,Punggol View,2021,-0.11073540451941534,0,0,0,0
1584,Qifa,2021,0.4832420612708304,0,0,0,0
1585,Qihua,2021,-0.6652101805736491,0,0,0,0
1586,Queenstown,2021,0.0703639156027623,0,0,0,0
1587,Radin Mas,2021,0.6083561479025383,1,0,0,0
1588,Raffles Girls',2021,0.6999804224260243,1,1,0,0
1589,Red Swastika,2021,0.9209342844471855,1,1,1,1
1590,River Valley,2021,0.5545224630350378,0,0,0,0
1591,Riverside,2021,0.5860785561281615,0,0,0,0
1592,Rivervale,2021,0.49015897032340483,0,0,0,0
1593,Rosyth,2021,1.1443877414777128,1,1,1,1
1594,Rulang,2021,0.9282039348457707,1,1,1,1
1595,Sembawang,2021,-0.02466390505836321,0,0,0,0
1596,Seng Kang,2021,-0.9164292506686047,0,0,0,0
1597,Sengkang Green,2021,0.5474963274634401,0,0,0,0
1598,Shuqun,2021,0.5739572431456608,0,0,0,0
1599,Si Ling,2021,-0.8042417515226908,0,0,0,0
1600,Singapore Chinese Girls',2021,0.6878690375979779,1,1,0,0
1601,South View,2021,0.9999345188053906,1,1,1,1
1602,Springdale,2021,0.19800518988759958,0,0,0,0
1603,St. Andrew's Junior,2021,0.5678853981284105,0,0,0,0
1604,St. Anthony's,2021,0.594821409887808,1,0,0,0
1605,St. Anthony's Canossian,2021,-0.7337491442243084,0,0,0,0
1606,St. Gabriel's,2021,-0.06189787939171439,0,0,0,0
1607,St. Hilda's,2021,1.228228137694576,1,1,1,1
1608,St. Joseph's Institution Junior,2021,0.7501514985118836,1,1,0,0
1609,St. Margaret's,2021,0.3195382404988587,0,0,0,0
1610,St. Stephen's,2021,-0.5033627185172665,0,0,0,0
1611,Tampines,2021,0.4106689917378629,0,0,0,0
1612,Tampines North,2021,-0.6502105341486352,0,0,0,0
1613,Tanjong Katong,2021,0.16122821783905697,0,0,0,0
1614,Tao Nan,2021,1.2792891633700563,1,1,1,1
1615,Teck Ghee,2021,0.21585627741437116,0,0,0,0
1616,Teck Whye,2021,-1.15182892992424,0,0,0,0
1617,Telok Kurau,2021,-0.5023024486729513,0,0,0,0
1618,Temasek,2021,0.7258877252571337,1,1,0,0
1619,Townsville,2021,-0.7642388512576307,0,0,0,0
1620,Unity,2021,-0.6536126365892218,0,0,0,0
1621,Valour,2021,-0.09696539487814862,0,0,0,0
1622,Waterway,2021,0.1490481143216865,0,0,0,0
1623,Wellington,2021,-0.010081938030848519,0,0,0,0
1624,West Grove,2021,0.1322029850252864,0,0,0,0
1625,West Spring,2021,0.6656546009961516,1,0,0,0
1626,West View,2021,-0.7592473466127542,0,0,0,0
1627,Westwood,2021,0.6666140287855818,1,0,0,0
1628,White Sands,2021,0.4983070642484494,0,0,0,0
1629,Woodgrove,2021,0.2633576570371659,0,0,0,0
1630,Woodlands,2021,0.5225467148699252,0,0,0,0
1631,Woodlands Ring,2021,-0.6338788493599327,0,0,0,0
1632,Xinghua,2021,-0.8733844186004597,0,0,0,0
1633,Xingnan,2021,-0.2761371279997926,0,0,0,0
1634,Xinmin,2021,0.5882675636201541,0,0,0,0
1635,Xishan,2021,-0.514630332800327,0,0,0,0
1636,Yangzheng,2021,0.5151437302253867,0,0,0,0
1637,Yew Tee,2021,-0.6251513784123223,0,0,0,0
1638,Yio Chu Kang,2021,-0.7724286016136005,0,0,0,0
1639,Yishun,2021,-0.4958956822603138,0,0,0,0
1640,Yu Neng,2021,0.5748503995148934,0,0,0,0
1641,Yuhua,2021,-0.8315124272575823,0,0,0,0
1642,Yumin,2021,-0.7603904968552144,0,0,0,0
1643,Zhangde,2021,0.004039948247316948,0,0,0,0
1644,Zhenghua,2021,-0.47230439047314576,0,0,0,0
1645,Zhonghua,2021,-0.9967408775911599,0,0,0,0
1646,Admiralty,2022,0.8602254208472886,1,1,1,0
1647,Ahmad Ibrahim,2022,-0.7610409847738359,0,0,0,0
1648,Ai Tong,2022,1.0445682203172284,1,1,1,1
1649,Alexandra,2022,0.5139977221678597,0,0,0,0
1650,Anchor Green,2022,-0.8132733059518614,0,0,0,0
1651,Anderson,2022,0.5660001401462929,0,0,0,0
1652,Ang Mo Kio,2022,-0.672279852486246,0,0,0,0
1653,Anglo-Chinese (Junior),2022,0.7545476261200454,1,1,0,0
1654,Anglo-Chinese,2022,0.9395235343906383,1,1,1,1
1655,Angsana,2022,-0.40247799713010723,0,0,0,0
1656,Beacon,2022,-0.7561884991844096,0,0,0,0
1657,Bedok Green,2022,-0.7991493929688185,0,0,0,0
1658,Bendemeer,2022,-0.5861217657833461,0,0,0,0
1659,Blangah Rise,2022,-0.7497956443090471,0,0,0,0
1660,Boon Lay Garden,2022,-0.8613704613799612,0,0,0,0
1661,Bukit Panjang,2022,0.5381978644824231,0,0,0,0
1662,Bukit Timah,2022,-0.47422724241091796,0,0,0,0
1663,Bukit View,2022,-0.9258496502147164,0,0,0,0
1664,CHIJ (Katong),2022,-0.5038263734480013,0,0,0,0
1665,CHIJ (Kellock),2022,-0.2852401938014901,0,0,0,0
1666,CHIJ (Toa Payoh),2022,0.7071625363200933,1,0,0,0
1667,CHIJ Our Lady Queen of Peace,2022,-0.44547618056722166,0,0,0,0
1668,CHIJ Our Lady of Good Counsel,2022,-0.20750888796879732,0,0,0,0
1669,CHIJ Our Lady of the Nativity,2022,0.5296556248647333,0,0,0,0
1670,CHIJ St. Nicholas Girls',2022,0.9951551732374742,1,1,1,1
1671,Canberra,2022,0.5355507630688584,0,0,0,0
1672,Canossa Catholic,2022,-0.3248399543201204,0,0,0,0
1673,Cantonment,2022,-0.6824674052769649,0,0,0,0
1674,Casuarina,2022,-0.317631794859522,0,0,0,0
1675,Catholic High,2022,1.2003274988182357,1,1,1,1
1676,Cedar,2022,-0.7798945247923508,0,0,0,0
1677,Changkat,2022,-0.6650410377265816,0,0,0,0
1678,Chongfu,2022,0.9193177297784781,1,1,1,0
1679,Chongzheng,2022,0.5858192791210779,0,0,0,0
1680,Chua Chu Kang,2022,0.6255722086996477,0,0,0,0
1681,Clementi,2022,-0.4653331726099654,0,0,0,0
1682,Compassvale,2022,0.5141646577043086,0,0,0,0
1683,Concord,2022,-0.05613626330209979,0,0,0,0
1684,Corporation,2022,-0.6436763828473644,0,0,0,0
1685,Damai,2022,-0.8072842411654636,0,0,0,0
1686,Dazhong,2022,-0.3831364257302409,0,0,0,0
1687,De La Salle,2022,-0.08361611355731306,0,0,0,0
1688,East Spring,2022,-0.5457908900826931,0,0,0,0
1689,Edgefield,2022,-0.4948331242167884,0,0,0,0
1690,Elias Park,2022,0.551536828853761,0,0,0,0
1691,Endeavour,2022,-0.6184158965867529,0,0,0,0
1692,Evergreen,2022,-0.5695781471104536,0,0,0,0
1693,Fairfield Methodist,2022,0.8225052239705889,1,1,1,0
1694,Farrer Park,2022,-0.616662050995651,0,0,0,0
1695,Fengshan,2022,0.5119000226753391,0,0,0,0
1696,Fern Green,2022,0.18324706859940867,0,0,0,0
1697,Fernvale,2022,-0.45788826109832487,0,0,0,0
1698,First Toa Payoh,2022,-1.3385428434695883,0,0,0,0
1699,Frontier,2022,0.6331082803979369,1,0,0,0
1700,Fuchun,2022,-0.6456358791154296,0,0,0,0
1701,Fuhua,2022,-0.4366992224465865,0,0,0,0
1702,Gan Eng Seng,2022,-0.7491599567374497,0,0,0,0
1703,Geylang Methodist,2022,-0.027606794636535543,0,0,0,0
1704,Gongshang,2022,0.6968775566945941,1,0,0,0
1705,Greendale,2022,-0.7691925473833426,0,0,0,0
1706,Greenridge,2022,-0.6987422310342556,0,0,0,0
1707,Greenwood,2022,-0.2668933844626643,0,0,0,0
1708,Haig Girls',2022,0.09735562336880538,0,0,0,0
1709,Henry Park,2022,0.9909997756273701,1,1,1,1
1710,Holy Innocents',2022,1.0739937177328107,1,1,1,1
1711,Hong Wen,2022,0.8055168837115823,1,1,1,0
1712,Horizon,2022,0.6421398348271076,1,0,0,0
1713,Hougang,2022,0.5670562114120774,0,0,0,0
1714,Huamin,2022,0.4897623383520914,0,0,0,0
1715,Innova,2022,0.3148297165536862,0,0,0,0
1716,Jiemin,2022,-0.27644900277480094,0,0,0,0
1717,Jing Shan,2022,-0.2134232396700876,0,0,0,0
1718,Junyuan,2022,0.01342925171116077,0,0,0,0
1719,Jurong,2022,0.009259729007087839,0,0,0,0
1720,Jurong West,2022,0.49522151845248846,0,0,0,0
1721,Keming,2022,0.6878323261485049,1,0,0,0
1722,Kheng Cheng,2022,0.05989060960870847,0,0,0,0
1723,Kong Hwa,2022,1.0254531267230764,1,1,1,1
1724,Kranji,2022,-0.873891947851789,0,0,0,0
1725,Kuo Chuan Presbyterian,2022,0.7267889432954315,1,1,0,0
1726,Lakeside,2022,0.4617254807637781,0,0,0,0
1727,Lianhua,2022,-0.9144779254146779,0,0,0,0
1728,Maha Bodhi,2022,0.7851401656025387,1,1,0,0
1729,Maris Stella High,2022,0.9699539007183018,1,1,1,1
1730,Marsiling,2022,-0.5019626089722582,0,0,0,0
1731,Marymount Convent,2022,-0.5998338210573937,0,0,0,0
1732,Mayflower,2022,-0.6698240892380048,0,0,0,0
1733,Mee Toh,2022,0.5977123584785776,0,0,0,0
1734,Meridian,2022,-0.8060711473445464,0,0,0,0
1735,Methodist Girls',2022,0.8840800686865045,1,1,1,0
1736,Montfort Junior,2022,-0.6008209062353941,0,0,0,0
1737,Nan Chiau,2022,0.9275599728958182,1,1,1,1
1738,Nan Hua,2022,1.4063383914318472,1,1,1,1
1739,Nanyang,2022,1.231682473701235,1,1,1,1
1740,Naval Base,2022,-0.008106846907517666,0,0,0,0
1741,New Town,2022,-0.9696082285269466,0,0,0,0
1742,Ngee Ann,2022,0.2960149223112378,0,0,0,0
1743,North Spring,2022,-0.731436366689011,0,0,0,0
1744,North View,2022,-0.0931359154720726,0,0,0,0
1745,North Vista,2022,-0.6401834827832272,0,0,0,0
1746,Northland,2022,0.9868951111046328,1,1,1,1
1747,Northoaks,2022,-1.091272089039092,0,0,0,0
1748,Northshore,2022,-0.5935110142164857,0,0,0,0
1749,Oasis,2022,0.3594925839540522,0,0,0,0
1750,Opera Estate,2022,-0.15622934993089144,0,0,0,0
1751,Palm View,2022,-0.4486925051612957,0,0,0,0
1752,Park View,2022,-0.5274252262630156,0,0,0,0
1753,Pasir Ris,2022,0.7579141751142616,1,1,0,0
1754,Paya Lebar Methodist Girls',2022,0.6970759923429998,1,0,0,0
1755,Pei Chun Public,2022,0.9749833368273364,1,1,1,1
1756,Pei Hwa Presbyterian,2022,1.0271308554797933,1,1,1,1
1757,Pei Tong,2022,-0.8211127162262873,0,0,0,0
1758,Peiying,2022,-0.602498665555838,0,0,0,0
1759,Poi Ching,2022,0.8375882166056661,1,1,1,0
1760,Princess Elizabeth,2022,0.8955301209028864,1,1,1,0
1761,Punggol,2022,0.5865606067750313,0,0,0,0
1762,Punggol Cove,2022,-0.3877973885528998,0,0,0,0
1763,Punggol Green,2022,0.6726493000319063,1,0,0,0
1764,Punggol View,2022,0.017235006082444992,0,0,0,0
1765,Qifa,2022,0.5140711243279658,0,0,0,0
1766,Qihua,2022,-0.6279673477245906,0,0,0,0
1767,Queenstown,2022,0.10550329448550545,0,0,0,0
1768,Radin Mas,2022,0.6687134484244963,1,0,0,0
1769,Raffles Girls',2022,0.7773669936131684,1,1,0,0
1770,Red Swastika,2022,0.9805593352335549,1,1,1,1
1771,River Valley,2022,0.5936846648390603,0,0,0,0
1772,Riverside,2022,0.5422136417612795,0,0,0,0
1773,Rivervale,2022,0.5771500892413084,0,0,0,0
1774,Rosyth,2022,1.0793779770048433,1,1,1,1
1775,Rulang,2022,0.8430782876262434,1,1,1,0
1776,Sembawang,2022,0.16643185042623085,0,0,0,0
1777,Seng Kang,2022,-0.9389080230383595,0,0,0,0
1778,Sengkang Green,2022,0.7089561548743896,1,0,0,0
1779,Shuqun,2022,0.5379134848732412,0,0,0,0
1780,Si Ling,2022,-0.8501062275886374,0,0,0,0
1781,Singapore Chinese Girls',2022,0.7898870584244205,1,1,1,0
1782,South View,2022,0.9776060011396138,1,1,1,1
1783,Springdale,2022,0.09905469941795686,0,0,0,0
1784,St. Andrew's Junior,2022,0.5929514941499361,0,0,0,0
1785,St. Anthony's,2022,0.7377203819552511,1,1,0,0
1786,St. Anthony's Canossian,2022,-0.7612872030877401,0,0,0,0
1787,St. Gabriel's,2022,0.016089836825396636,0,0,0,0
1788,St. Hilda's,2022,1.1393981610703077,1,1,1,1
1789,St. Joseph's Institution Junior,2022,0.7656927676977672,1,1,0,0
1790,St. Margaret's,2022,0.3594925839540522,0,0,0,0
1791,St. Stephen's,2022,-0.5374352093779639,0,0,0,0
1792,Tampines,2022,0.26921377685197706,0,0,0,0
1793,Tampines North,2022,-0.6844761185631667,0,0,0,0
1794,Tanjong Katong,2022,0.3778518615740884,0,0,0,0
1795,Tao Nan,2022,1.260490908565963,1,1,1,1
1796,Teck Ghee,2022,0.06355406157940047,0,0,0,0
1797,Teck Whye,2022,-0.8817637857626245,0,0,0,0
1798,Telok Kurau,2022,-0.38894213886999995,0,0,0,0
1799,Temasek,2022,0.755920109378219,1,1,0,0
1800,Townsville,2022,-0.8288409019924007,0,0,0,0
1801,Unity,2022,-0.6020775402829076,0,0,0,0
1802,Valour,2022,0.1062120987899753,0,0,0,0
1803,Waterway,2022,0.193425387057847,0,0,0,0
1804,Wellington,2022,0.2964143706853588,0,0,0,0
1805,West Grove,2022,0.024712726831810944,0,0,0,0
1806,West Spring,2022,0.5907947055280935,0,0,0,0
1807,West View,2022,-0.6044810434033823,0,0,0,0
1808,Westwood,2022,0.5964935385519241,0,0,0,0
1809,White Sands,2022,0.5155168057803842,0,0,0,0
1810,Woodgrove,2022,0.5538932036571409,0,0,0,0
1811,Woodlands,2022,0.551555953534928,0,0,0,0
1812,Woodlands Ring,2022,-0.5713790851047017,0,0,0,0
1813,Xinghua,2022,-0.8931733334750541,0,0,0,0
1814,Xingnan,2022,-0.4985285772400864,0,0,0,0
1815,Xinmin,2022,0.7380938773646933,1,1,0,0
1816,Xishan,2022,-0.5285096742126341,0,0,0,0
1817,Yangzheng,2022,0.6083561479025383,0,0,0,0
1818,Yew Tee,2022,-0.5876720152325692,0,0,0,0
1819,Yio Chu Kang,2022,-0.7438065795226493,0,0,0,0
1820,Yishun,2022,-0.6015022719980609,0,0,0,0
1821,Yu Neng,2022,0.5905709775811213,0,0,0,0
1822,Yuhua,2022,-0.8229172827271752,0,0,0,0
1823,Yumin,2022,-0.8371350775641926,0,0,0,0
1824,Zhangde,2022,-0.038890372895576654,0,0,0,0
1825,Zhenghua,2022,-0.43517391010629125,0,0,0,0
1826,Zhonghua,2022,-1.1149228294326117,0,0,0,0
1827,Admiralty,2023,0.7218223173711916,1,1,0,0
1828,Ahmad Ibrahim,2023,-0.8557667056788589,0,0,0,0
1829,Ai Tong,2023,1.022505223970589,1,1,1,1
1830,Alexandra,2023,0.47251644794556824,0,0,0,0
1831,Anchor Green,2023,-0.7151765087078892,0,0,0,0
1832,Anderson,2023,0.5335735521904621,0,0,0,0
1833,Ang Mo Kio,2023,-0.6605049143394026,0,0,0,0
1834,Anglo-Chinese (Junior),2023,0.7227844257227428,1,1,0,0
1835,Anglo-Chinese,2023,0.9418660551927198,1,1,1,1
1836,Angsana,2023,-0.03405003550208963,0,0,0,0
1837,Beacon,2023,-0.6390045748799932,0,0,0,0
1838,Bedok Green,2023,-0.8301470968025019,0,0,0,0
1839,Bendemeer,2023,-0.7893541757205415,0,0,0,0
1840,Blangah Rise,2023,-0.769816874484354,0,0,0,0
1841,Boon Lay Garden,2023,-0.7815399624873715,0,0,0,0
1842,Bukit Panjang,2023,0.7915281150761742,1,1,1,0
1843,Bukit Timah,2023,-0.4766446482049529,0,0,0,0
1844,Bukit View,2023,-0.9787195894007177,0,0,0,0
1845,CHIJ (Katong),2023,-0.4327933935374764,0,0,0,0
1846,CHIJ (Kellock),2023,-0.5642286530308344,0,0,0,0
1847,CHIJ (Toa Payoh),2023,0.7383460671595012,1,1,0,0
1848,CHIJ Our Lady Queen of Peace,2023,-0.4688239496813626,0,0,0,0
1849,CHIJ Our Lady of Good Counsel,2023,-0.3984959300942818,0,0,0,0
1850,CHIJ Our Lady of the Nativity,2023,0.5089028799909959,0,0,0,0
1851,CHIJ St. Nicholas Girls',2023,1.0452749786184434,1,1,1,1
1852,Canberra,2023,0.4877936794922719,0,0,0,0
1853,Canossa Catholic,2023,-0.1076375941022893,0,0,0,0
1854,Cantonment,2023,-0.6036331439085438,0,0,0,0
1855,Casuarina,2023,-0.4707790781328505,0,0,0,0
1856,Catholic High,2023,1.110696371452569,1,1,1,1
1857,Cedar,2023,-0.7414690966097764,0,0,0,0
1858,Changkat,2023,-0.5654239071838556,0,0,0,0
1859,Chongfu,2023,0.7485343177585086,1,1,1,0
1860,Chongzheng,2023,0.4966840927278192,0,0,0,0
1861,Chua Chu Kang,2023,0.6208591444207389,1,0,0,0
1862,Clementi,2023,-0.7630767308848477,0,0,0,0
1863,Compassvale,2023,0.537257466700687,0,0,0,0
1864,Concord,2023,-0.29340694716738347,0,0,0,0
1865,Corporation,2023,-0.7172982985013319,0,0,0,0
1866,Damai,2023,-0.7338993264028492,0,0,0,0
1867,Dazhong,2023,-0.3613718978799263,0,0,0,0
1868,De La Salle,2023,-0.1084978912454616,0,0,0,0
1869,East Spring,2023,-0.5564789099042687,0,0,0,0
1870,Edgefield,2023,-0.7135713899229935,0,0,0,0
1871,Elias Park,2023,0.5805399905712307,0,0,0,0
1872,Endeavour,2023,-0.690728459694051,0,0,0,0
1873,Evergreen,2023,-0.4552788202557012,0,0,0,0
1874,Fairfield Methodist,2023,0.8177241018481051,1,1,1,0
1875,Farrer Park,2023,-0.7718446737932846,0,0,0,0
1876,Fengshan,2023,0.21714897684110104,0,0,0,0
1877,Fern Green,2023,0.3337810236692233,0,0,0,0
1878,Fernvale,2023,-0.4913521417885048,0,0,0,0
1879,First Toa Payoh,2023,-1.0887115850742621,0,0,0,0
1880,Frontier,2023,0.549405956943278,0,0,0,0
1881,Fuchun,2023,-0.5624918046441811,0,0,0,0
1882,Fuhua,2023,-0.5911567657182294,0,0,0,0
1883,Gan Eng Seng,2023,-0.7670415347155704,0,0,0,0
1884,Geylang Methodist,2023,-0.027856909642208563,0,0,0,0
1885,Gongshang,2023,0.7036102512706497,1,1,0,0
1886,Greendale,2023,-0.9557288871146397,0,0,0,0
1887,Greenridge,2023,-0.823059482215221,0,0,0,0
1888,Greenwood,2023,-0.43977460450656786,0,0,0,0
1889,Haig Girls',2023,0.1815931681853251,0,0,0,0
1890,Henry Park,2023,0.9126650303123884,1,1,1,1
1891,Holy Innocents',2023,1.1182215046457467,1,1,1,1
1892,Hong Wen,2023,0.8837187505909452,1,1,1,0
